,Class Index,Confidence Mean,Confidence Std,Frequency,Class Name
71,874,0.8995231688022614,0.06505540013313299,2,"trolleybus, trolley coach, trackless trolley"
72,411,0.8981269598007202,0.0,1,apron
73,299,0.8966822624206543,0.0,1,"meerkat, mierkat"
74,143,0.8916600942611694,0.0,1,"oystercatcher, oyster catcher"
75,99,0.8815489013989767,0.05861760723711417,3,goose
76,949,0.8809631069501241,0.08638641936895264,3,strawberry
77,81,0.8793892860412598,0.0,1,ptarmigan
78,892,0.8793769478797913,0.0,1,wall clock
79,776,0.8786019086837769,0.0,1,"sax, saxophone"
80,388,0.8749236464500427,0.0,1,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca"
81,792,0.8740365505218506,0.0,1,shovel
82,470,0.8720178206761678,0.1280373785986148,3,"candle, taper, wax light"
83,519,0.8696972131729126,0.0,1,crate
84,107,0.8664984107017517,0.14847941519667965,3,jellyfish
85,759,0.865436339378357,0.07136724251500075,5,reflex camera
86,50,0.8624774217605591,0.013006985187530518,2,"American alligator, Alligator mississipiensis"
87,946,0.8600279490152994,0.0641040590827378,3,cardoon
88,280,0.8576785326004028,0.0,1,"grey fox, gray fox, Urocyon cinereoargenteus"
89,308,0.8576467235883077,0.05586565787920702,3,fly
90,469,0.856603741645813,0.0,1,"caldron, cauldron"
91,21,0.8494831919670105,0.0,1,kite
92,243,0.8461676239967346,0.0,1,bull mastiff
93,407,0.843267560005188,0.0,1,ambulance
94,576,0.840083122253418,0.0,1,gondola
95,632,0.8389526009559631,0.0,1,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
96,417,0.8366126716136932,0.2258354433586591,4,balloon
97,719,0.8322188854217529,0.13159310817718506,2,"piggy bank, penny bank"
98,521,0.8299736380577087,0.0363161563873291,2,Crock Pot
99,537,0.82981276512146,0.0,1,"dogsled, dog sled, dog sleigh"
100,670,0.829152524471283,0.0,1,"motor scooter, scooter"
101,609,0.8288882970809937,0.0,1,"jeep, landrover"
102,391,0.8277767300605774,0.0,1,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
103,590,0.8266555070877075,0.0,1,"hand-held computer, hand-held microcomputer"
104,259,0.8251778483390808,0.0,1,Pomeranian
105,455,0.8227148254712423,0.09071122657702269,3,bottlecap
106,39,0.8216679096221924,0.0,1,"common iguana, iguana, Iguana iguana"
107,603,0.8204626202583313,0.12654592718138324,5,"horse cart, horse-cart"
108,928,0.8187196254730225,0.0,1,"ice cream, icecream"
109,458,0.8179690361022949,0.14220986106933867,5,"brass, memorial tablet, plaque"
110,963,0.8117379546165466,0.12615606483054978,5,"pizza, pizza pie"
111,12,0.8107298612594604,0.17982077598571777,2,"house finch, linnet, Carpodacus mexicanus"
112,789,0.8088808357715607,0.051689594984054565,2,shoji
113,640,0.8076374332110087,0.15288150592669672,3,manhole cover
114,132,0.806764284769694,0.1079482825161715,3,"American egret, great white heron, Egretta albus"
115,920,0.8040533463160197,0.08965678388476742,3,"traffic light, traffic signal, stoplight"
116,324,0.7996926307678223,0.0,1,cabbage butterfly
117,483,0.7939798474311829,0.1205961994064218,5,castle
118,264,0.7935191988945007,0.0,1,"Cardigan, Cardigan Welsh corgi"
119,580,0.7893568724393845,0.1668850567138011,4,"greenhouse, nursery, glasshouse"
120,741,0.7876600821812948,0.1862806965464156,3,"prayer rug, prayer mat"
121,489,0.7874282956123352,0.12187839270039487,5,chainlink fence
122,320,0.7869942486286163,0.1201771671129862,4,damselfly
123,114,0.7867058515548706,0.0,1,slug
124,404,0.7859207987785339,0.11671667210375841,4,airliner
125,3,0.7850847840309143,0.0,1,"tiger shark, Galeocerdo cuvieri"
126,661,0.7849573194980621,0.2489261098189217,5,Model T
127,628,0.7790615677833557,0.20296685799169048,5,"liner, ocean liner"
128,113,0.7786284275352955,0.3141496667203677,4,snail
129,917,0.7786015669504801,0.15022817001608563,3,comic book
130,319,0.7757321298122406,0.21440919106117132,3,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
131,830,0.7710902690887451,0.0,1,stretcher
132,859,0.7708806991577148,0.0,1,toaster
133,303,0.7704951167106628,0.11897723834043475,4,"long-horned beetle, longicorn, longicorn beetle"
134,671,0.7701669484376907,0.1261088368602245,4,"mountain bike, all-terrain bike, off-roader"
135,813,0.769790768623352,0.0,1,spatula
136,780,0.7639770209789276,0.15617635846138,2,schooner
137,327,0.7634362280368805,0.2045996487140655,2,"starfish, sea star"
138,973,0.7616129219532013,0.09610715508460999,2,coral reef
139,734,0.7595128953456879,0.20612307624707452,5,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
140,478,0.7581058442592621,0.18106773495674133,2,carton
141,873,0.7576618701219558,0.2770629212166061,5,triumphal arch
142,309,0.7533190250396729,0.24282046594914378,5,bee
143,545,0.7519683837890625,0.0,1,"electric fan, blower"
144,403,0.7511678785085678,0.22981492196321188,4,"aircraft carrier, carrier, flattop, attack aircraft carrier"
145,720,0.7461866140365601,0.0,1,pill bottle
146,518,0.7459551095962524,0.1597528486073968,5,crash helmet
147,569,0.7459289431571959,0.0,1,"garbage truck, dustcart"
148,570,0.7456104755401611,0.034891366958618164,2,"gasmask, respirator, gas helmet"
149,535,0.7447983920574188,0.17926083765268114,4,"disk brake, disc brake"
150,619,0.7442564368247986,0.0,1,"lampshade, lamp shade"
151,967,0.7393235683441162,0.2358433997378823,5,espresso
152,749,0.7380607724189758,0.04856860637664795,2,"quill, quill pen"
153,383,0.7362985610961914,0.0,1,"Madagascar cat, ring-tailed lemur, Lemur catta"
154,715,0.7358730435371399,0.0,1,pickelhaube
155,770,0.7336898048718771,0.08393560606151206,3,running shoe
156,386,0.733046293258667,0.0,1,"African elephant, Loxodonta africana"
157,895,0.7297140955924988,0.11093843606359764,5,"warplane, military plane"
158,555,0.7284043431282043,0.299807129077969,5,"fire engine, fire truck"
159,717,0.7244420275092125,0.14964762988462488,4,"pickup, pickup truck"
160,817,0.7240014731884002,0.23158991738893112,5,"sports car, sport car"
161,937,0.7231684923171997,0.0,1,broccoli
162,865,0.720430064201355,0.18343734169691572,5,toyshop
163,33,0.7190469801425934,0.12341442704200745,2,"loggerhead, loggerhead turtle, Caretta caretta"
164,814,0.7181763589382172,0.17132002159285734,5,speedboat
165,306,0.7172815203666687,0.0,1,rhinoceros beetle
166,931,0.7168301492929459,0.2742339223623276,2,"bagel, beigel"
167,137,0.7155085206031799,0.1783912181854248,2,"American coot, marsh hen, mud hen, water hen, Fulica americana"
168,141,0.7148844003677368,0.212253987789154,2,"redshank, Tringa totanus"
169,492,0.713679850101471,0.0,1,chest
170,532,0.712101936340332,0.0,1,"dining table, board"
171,718,0.7096396759152412,0.24605031202396666,4,pier
172,546,0.7079658508300781,0.2823751435380219,4,electric guitar
173,355,0.7044505476951599,0.0,1,llama
174,882,0.7042237520217896,0.0,1,"vacuum, vacuum cleaner"
175,591,0.7011455893516539,0.0,1,"handkerchief, hankie, hanky, hankey"
176,716,0.7008661180734634,0.2887432426214218,2,"picket fence, paling"
177,976,0.7005581110715866,0.10268984194359976,4,"promontory, headland, head, foreland"
178,511,0.6993732392787934,0.151367623221961,5,convertible
179,975,0.6970381140708923,0.16180296984731238,3,"lakeside, lakeshore"
180,646,0.6951365321874619,0.19375331527080716,4,"maze, labyrinth"
181,302,0.6925501227378845,0.0,1,"ground beetle, carabid beetle"
182,57,0.6874106526374817,0.2529848821822049,3,"garter snake, grass snake"
183,416,0.6859117150306702,0.0,1,"balance beam, beam"
184,985,0.6841389735539755,0.3040574158174054,6,daisy
185,346,0.6833960711956024,0.07330456376075745,2,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
186,884,0.6823430776596069,0.16123262008415754,5,vault
187,875,0.6800371408462524,0.0,1,trombone
188,866,0.6797736138105392,0.20050378143787384,2,tractor
189,326,0.6783606807390848,0.24107188782058353,3,"lycaenid, lycaenid butterfly"
190,157,0.6780413985252379,0.0,1,papillon
191,897,0.6775204117099444,0.40689926063714055,3,"washer, automatic washer, washing machine"
192,400,0.6763611435890198,0.0,1,"academic gown, academic robe, judge's robe"
193,142,0.6763119300206503,0.279111910290249,3,dowitcher
194,645,0.6750972270965576,0.0,1,maypole
195,908,0.6668959617614746,0.27558247078687553,5,wing
196,554,0.6645891666412354,0.0,1,fireboat
197,366,0.6626879125833511,0.20661745965480804,2,"gorilla, Gorilla gorilla"
198,970,0.6588498532772065,0.17591492428984626,5,alp
199,959,0.6582460552453995,0.21998519945005943,4,carbonara
200,517,0.6573310419917107,0.2949156061463658,4,crane
201,22,0.6553016006946564,0.33095392584800715,2,"bald eagle, American eagle, Haliaeetus leucocephalus"
202,854,0.6494921296834946,0.3417752534151078,2,"theater curtain, theatre curtain"
203,682,0.649196520447731,0.27633403241634374,2,obelisk
204,993,0.6473134756088257,0.0,1,gyromitra
205,885,0.6468778848648071,0.0,1,velvet
206,637,0.6459491103887558,0.1909389935774945,4,"mailbox, letter box"
207,131,0.6428402066230774,0.0,1,"little blue heron, Egretta caerulea"
208,594,0.6421958804130554,0.0,1,harp
209,362,0.6419904232025146,0.0,1,badger
210,140,0.6418142020702362,0.19116809964179993,2,"red-backed sandpiper, dunlin, Erolia alpina"
211,117,0.6385194361209869,0.329711526632309,2,"chambered nautilus, pearly nautilus, nautilus"
212,304,0.637396901845932,0.020157307386398315,2,"leaf beetle, chrysomelid"
213,922,0.6368807107210159,0.24312954608045292,6,menu
214,480,0.6358411647379398,0.34762390544545363,4,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
215,961,0.6352890282869339,0.23820368945598602,2,dough
216,649,0.6330631573994955,0.3071797312952712,6,"megalith, megalithic structure"
217,325,0.6318170428276062,0.0,1,"sulphur butterfly, sulfur butterfly"
218,685,0.6298646777868271,0.15860499441623693,2,"odometer, hodometer, mileometer, milometer"
219,663,0.6295705238978068,0.041625193733915676,3,monastery
220,919,0.6295531839132309,0.24714510689115615,4,street sign
221,501,0.6247810870409012,0.2617581337690354,2,cloak
222,536,0.6236878633499146,0.0,1,"dock, dockage, docking facility"
223,471,0.6236416697502136,0.2775591190385561,4,cannon
224,980,0.6213946243127187,0.3185088858638969,6,volcano
225,283,0.6211768984794617,0.0,1,Persian cat
226,738,0.6189851611852646,0.31450097422339723,6,"pot, flowerpot"
227,930,0.6188726276159286,0.31031288206577295,2,French loaf
228,562,0.6174246430397033,0.26102090163450903,5,fountain
229,819,0.6167729323108991,0.27409102118900686,6,stage
230,847,0.616462254524231,0.2303957911292395,5,"tank, army tank, armored combat vehicle, armoured combat vehicle"
231,328,0.6163538694381714,0.0,1,sea urchin
232,472,0.6160590529441834,0.223013701172451,5,canoe
233,624,0.6157561242580414,0.1655794320578785,3,library
234,672,0.6127167493104935,0.2628349136843364,4,mountain tent
235,127,0.6125087141990662,0.0,1,"white stork, Ciconia ciconia"
236,348,0.611353874206543,0.05572044849395752,2,"ram, tup"
237,883,0.608997588356336,0.3400063822303045,3,vase
238,829,0.6068613355358442,0.24925640020609863,6,"streetcar, tram, tramcar, trolley, trolley car"
239,513,0.6050618886947632,0.0,1,"cornet, horn, trumpet, trump"
240,688,0.6041547060012817,0.0,1,"oscilloscope, scope, cathode-ray oscilloscope, CRO"
241,509,0.6029161214828491,0.0,1,"confectionery, confectionary, candy store"
242,438,0.6026452779769897,0.0,1,beaker
243,887,0.6001681208610534,0.24235901878772773,5,vestment
244,692,0.5998499691486359,0.23508420868431323,3,packet
245,886,0.5991958379745483,0.33443671464920044,2,vending machine
246,708,0.59913170337677,0.24567764977313478,3,"pedestal, plinth, footstall"
247,807,0.5990087985992432,0.0,1,"solar dish, solar collector, solar furnace"
248,351,0.5975396633148193,0.0,1,hartebeest
249,498,0.596540113290151,0.21440057365288928,3,"cinema, movie theater, movie theatre, movie house, picture palace"
250,890,0.5961993734041849,0.06683999563587842,3,volleyball
251,311,0.5917355318864187,0.2779115804918619,3,"grasshopper, hopper"
252,582,0.5913885653018951,0.20289412583129815,5,"grocery store, grocery, food market, market"
253,560,0.5909820273518562,0.17924395666134924,4,football helmet
254,353,0.5902837291359901,0.3754677399992943,2,gazelle
255,119,0.5902627110481262,0.0,1,"rock crab, Cancer irroratus"
256,979,0.5899174412091573,0.22146206172056374,3,"valley, vale"
257,765,0.5882015377283096,0.20511381328105924,2,"rocking chair, rocker"
258,293,0.586487889289856,0.0,1,"cheetah, chetah, Acinonyx jubatus"
259,581,0.5864485427737236,0.3953900411725044,2,"grille, radiator grille"
260,974,0.5822562848528227,0.34230705184372257,3,geyser
261,160,0.5798396468162537,0.0,1,"Afghan hound, Afghan"
262,323,0.5785656645894051,0.36073268433622896,3,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
263,468,0.5772475510835647,0.3099938367236327,5,"cab, hack, taxi, taxicab"
264,987,0.5723026990890503,0.0,1,corn
265,441,0.5709125498930613,0.29475660644058943,3,beer glass
266,990,0.5697422027587891,0.32717924209618543,4,"buckeye, horse chestnut, conker"
267,573,0.568330779671669,0.26578931510448456,2,go-kart
268,879,0.5675315678119659,0.3208433767678278,5,umbrella
269,983,0.5654583871364594,0.3848942816257477,2,scuba diver
270,737,0.5649301558732986,0.2578673652823119,4,"pop bottle, soda bottle"
271,595,0.5642474591732025,0.23521867394447327,2,"harvester, reaper"
272,762,0.5640144050121307,0.1715198723952431,6,"restaurant, eating house, eating place, eatery"
273,538,0.5572684407234192,0.18721359909655774,4,dome
274,857,0.5569802075624466,0.4089771956205368,2,throne
275,406,0.556575357913971,0.10888581609664232,5,altar
276,853,0.5565076917409897,0.4001709984280575,4,"thatch, thatched roof"
277,75,0.5557880997657776,0.0,1,"black widow, Latrodectus mactans"
278,668,0.5547971924146017,0.2955106648670273,3,mosque
279,933,0.5546857913335165,0.3012242993280207,3,cheeseburger
280,644,0.5540679395198822,0.42670664191246027,2,matchstick
281,858,0.5521861376861731,0.30394287039235646,6,tile roof
282,563,0.5519741177558899,0.0,1,fountain pen
283,972,0.5505539625883102,0.17119178646599248,4,"cliff, drop, drop-off"
284,129,0.550329327583313,0.0,1,spoonbill
285,751,0.5475936106273106,0.27846220923281956,7,"racer, race car, racing car"
286,881,0.5465757846832275,0.0,1,"upright, upright piano"
287,981,0.5447452496737242,0.27201766955843504,8,"ballplayer, baseball player"
288,597,0.5443399548530579,0.031853675842285156,2,holster
289,396,0.5436431765556335,0.0,1,lionfish
290,78,0.5432352796196938,0.39315059036016464,2,tick
291,385,0.5379928946495056,0.2575404333128107,3,"Indian elephant, Elephas maximus"
292,565,0.5367615148425102,0.35086873823177456,5,freight car
293,656,0.5358597089846929,0.2661084006562689,6,minivan
294,318,0.5343828499317169,0.2780098021030426,2,"lacewing, lacewing fly"
295,805,0.5343757271766663,0.13829120335043898,3,soccer ball
296,475,0.5330631285905838,0.21847175061702728,2,car mirror
297,880,0.5283334143459797,0.4483482949435711,2,"unicycle, monocycle"
298,701,0.5279498100280762,0.2917665484477856,3,"parachute, chute"
299,430,0.5269665420055389,0.07315221428871155,2,basketball
300,547,0.524452260384957,0.3052601781618998,6,electric locomotive
301,900,0.5243006274104118,0.17156914079264132,4,water tower
302,305,0.5215273499488831,0.0,1,dung beetle
303,464,0.5198685526847839,0.0,1,buckle
304,2,0.5166994631290436,0.39140865206718445,2,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
305,955,0.5125808715820312,0.0,1,"jackfruit, jak, jack"
306,301,0.5122820734977722,0.0,1,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle"
307,864,0.5120745301246643,0.0,1,"tow truck, tow car, wrecker"
308,436,0.5117013032237688,0.2780835425870019,6,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
309,144,0.5106890499591827,0.32482927676260775,3,pelican
310,964,0.5105434954166412,0.027759581804275513,2,potpie
311,698,0.5094137266278267,0.17213778850735612,6,palace
312,630,0.5090371638536453,0.22642204021751638,5,Loafer
313,310,0.5084693282842636,0.33595939407863196,3,"ant, emmet, pismire"
314,825,0.5065866048846926,0.2174979485130236,7,stone wall
315,654,0.50612839559714,0.24449848403475644,3,minibus
316,978,0.5059349328279495,0.20764963591649738,5,"seashore, coast, seacoast, sea-coast"
317,317,0.505930225054423,0.17955410114442888,6,leafhopper
318,839,0.5055153965950012,0.0,1,suspension bridge
319,454,0.5021574571728706,0.4433330222964286,2,"bookshop, bookstore, bookstall"
320,13,0.5004495084285736,0.11677882075309753,2,"junco, snowbird"
321,912,0.49995651628289905,0.33856256995312256,7,"worm fence, snake fence, snake-rail fence, Virginia fence"
322,507,0.4979937374591827,0.0,1,combination lock
323,97,0.49551958590745926,0.3415710851550102,2,drake
324,1,0.49139583855867386,0.3520483896136284,2,"goldfish, Carassius auratus"
325,754,0.49138621985912323,0.061516180634498596,2,"radio, wireless"
326,239,0.4899798631668091,0.0,1,Bernese mountain dog
327,540,0.48979858309030533,0.2956971749663353,2,"drilling platform, offshore rig"
328,295,0.4895979166030884,0.0,1,"American black bear, black bear, Ursus americanus, Euarctos americanus"
329,296,0.4895869493484497,0.0,1,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
330,322,0.48895634214083356,0.13445071242675163,3,"ringlet, ringlet butterfly"
331,164,0.4872533977031708,0.0,1,bluetick
332,579,0.4848388582468033,0.2360779494047165,2,"grand piano, grand"
333,760,0.4828258752822876,0.13938015699386597,2,"refrigerator, icebox"
334,815,0.4771817922592163,0.40575385093688965,2,"spider web, spider's web"
335,474,0.4715439379215241,0.0,1,cardigan
336,958,0.4669717252254486,0.0,1,hay
337,415,0.46205469965934753,0.15407535433769226,2,"bakery, bakeshop, bakehouse"
338,442,0.45871369242668153,0.1437462440817504,5,"bell cote, bell cot"
339,989,0.4574674268563588,0.08222627324279277,3,"hip, rose hip, rosehip"
340,344,0.44991424307227135,0.38813868537545204,2,"hippopotamus, hippo, river horse, Hippopotamus amphibius"
341,38,0.44869327545166016,0.0,1,banded gecko
342,841,0.4478734992444515,0.365348432213068,2,sweatshirt
343,707,0.4448828548192978,0.34370537525113865,3,"pay-phone, pay-station"
344,514,0.4428762197494507,0.0,1,cowboy boot
345,820,0.44234053045511246,0.30955130344180204,5,steam locomotive
346,73,0.43391892313957214,0.0,1,"barn spider, Araneus cavaticus"
347,788,0.43317911028862,0.0,1,"shoe shop, shoe-shop, shoe store"
348,497,0.4278804250061512,0.22456705569879362,4,"church, church building"
349,312,0.42666718363761896,0.0,1,cricket
350,781,0.4244818985462189,0.0,1,scoreboard
351,977,0.41924095153808594,0.20252883434295654,2,"sandbar, sand bar"
352,467,0.41841325629502535,0.35034666960748073,4,"butcher shop, meat market"
353,923,0.4176905130346616,0.22088942509469192,3,plate
354,660,0.41250603397687274,0.19773068225411683,3,"mobile home, manufactured home"
355,982,0.4072803519666195,0.3198976255953312,2,"groom, bridegroom"
356,95,0.40043905377388,0.0,1,jacamar
357,932,0.3954891562461853,0.0,1,pretzel
358,557,0.39151154831051826,0.32034963029391916,4,"flagpole, flagstaff"
359,402,0.3890720009803772,0.0,1,acoustic guitar
360,652,0.3868173509836197,0.005733802914619529,2,military uniform
361,665,0.38635654250780743,0.21548916709749996,3,moped
362,424,0.38577380403876305,0.2627996541559696,2,barbershop
363,733,0.38408062358697254,0.25431008094663676,3,pole
364,479,0.3747387193143368,0.20147502896288533,4,car wheel
365,315,0.3710897266864777,0.0,1,"mantis, mantid"
366,926,0.369004100561142,0.0,1,"hot pot, hotpot"
367,809,0.364008754491806,0.0,1,soup bowl
368,777,0.363078236579895,0.1468791365623474,2,scabbard
369,768,0.3606201559305191,0.07000936567783358,2,rugby ball
370,440,0.35815737396478653,0.19846119731664658,2,beer bottle
371,253,0.35622361302375793,0.2012052834033966,2,basenji
372,951,0.3481696844100952,0.0,1,lemon
373,421,0.34646172970533373,0.24131715652943322,5,"bannister, banister, balustrade, balusters, handrail"
374,526,0.3380094766616821,0.0,1,desk
375,752,0.33005861937999725,0.11131401360034941,2,"racket, racquet"
376,681,0.3292185962200165,0.0,1,"notebook, notebook computer"
377,772,0.32913151383399963,0.0,1,safety pin
378,360,0.3220854997634888,0.0,1,otter
379,787,0.3150831460952759,0.16156592965126035,2,"shield, buckler"
380,439,0.3147801086306572,0.12374673038721082,2,"bearskin, busby, shako"
381,634,0.3140705078840256,0.139542356133461,2,"lumbermill, sawmill"
382,284,0.3127022683620453,0.0,1,"Siamese cat, Siamese"
383,567,0.3083237707614899,0.0,1,"frying pan, frypan, skillet"
384,703,0.30797602236270905,0.209522429805088,4,park bench
385,924,0.30511605739593506,0.0,1,guacamole
386,659,0.3003579378128052,0.0,1,mixing bowl
387,828,0.2951342463493347,0.0,1,strainer
388,675,0.29448294639587397,0.0,1,moving van
389,950,0.2937556803226471,0.0,1,orange
390,935,0.2927831709384918,0.0,1,mashed potato
391,911,0.28586870928605396,0.13106947860104104,3,"wool, woolen, woollen"
392,775,0.2741738557815552,0.0,1,sarong
393,851,0.27061256766319275,0.0,1,"television, television system"
394,904,0.27021774649620056,0.0,1,window screen
395,833,0.2681705057621002,0.0,1,"submarine, pigboat, sub, U-boat"
396,954,0.2666345238685608,0.0,1,banana
397,449,0.2654397487640381,0.0,1,boathouse
398,799,0.26062751313050586,0.025751765692559304,3,sliding door
399,761,0.2583571225404739,0.0052466243505477905,2,"remote control, remote"
400,539,0.2545174360275269,0.0,1,"doormat, welcome mat"
401,995,0.25406209379434586,0.04992073029279705,2,earthstar
402,905,0.2327595055103302,0.0,1,window shade
403,757,0.2312764525413513,0.0,1,"recreational vehicle, RV, R.V."
404,331,0.229027658700943,0.0,1,hare
405,944,0.2273620367050171,0.0,1,"artichoke, globe artichoke"
406,121,0.223789855837822,0.0,1,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica"
407,457,0.22289490699768064,0.0,1,"bow tie, bow-tie, bowtie"
408,4,0.2209918349981308,0.0,1,"hammerhead, hammerhead shark"
409,913,0.2209709733724594,0.0,1,wreck
410,541,0.22044506669044495,0.05419152975082399,2,"drum, membranophone, tympan"
411,70,0.21926553547382355,0.0,1,"harvestman, daddy longlegs, Phalangium opilio"
412,826,0.21797619760036469,0.0,1,"stopwatch, stop watch"
413,893,0.21748903393745425,0.0,1,"wallet, billfold, notecase, pocketbook"
414,667,0.20303337275981903,0.016652122139930725,2,mortarboard
415,422,0.203023761510849,0.0,1,barbell
416,743,0.19585393369197845,0.028196136532282853,3,"prison, prison house"
417,706,0.18962830305099487,0.04851266741752622,2,"patio, terrace"
418,728,0.18134501576423645,0.0,1,plastic bag
419,642,0.1790854185819626,0.0,1,"marimba, xylophone"
420,130,0.17785292863845825,0.0,1,flamingo
421,766,0.17036299407482147,0.0,1,rotisserie
422,336,0.16944119334220886,0.0,1,marmot
423,8,0.16931293904781342,0.0,1,hen
424,764,0.15934988856315613,0.0,1,rifle
425,345,0.14255677163600922,0.0,1,ox
426,46,0.13613475859165192,0.0,1,"green lizard, Lacerta viridis"
427,446,0.12903362512588498,0.0,1,"binder, ring-binder"
428,552,0.12790416181087494,0.0,1,"feather boa, boa"
429,491,0.12636375427246094,0.0,1,"chain saw, chainsaw"
430,571,0.12366022169589995,0.0,1,"gas pump, gasoline pump, petrol pump, island dispenser"
431,696,0.11050929129123688,0.0,1,paintbrush
