Sample,Epsilon 0,Epsilon 1,Epsilon 2,Epsilon 4,Epsilon 8,Epsilon 16,Epsilon 32
97,0,0.0,0.44960057735443115,0.0,0.04111218452453613,0.00859328918159008,0.0
98,0,0.0,0.0,0.0,0.04600051790475845,0.01193307526409626,0.009191232733428478
99,0,0.0,0.0,0.1168530210852623,0.0,0.011755947023630142,0.012136681005358696
100,0,0.15758763253688812,0.2268390953540802,0.0,0.08381510525941849,0.05329476669430733,0.026382561773061752
101,0,0.0,0.0,0.03435375541448593,0.041237715631723404,0.014642334543168545,0.012582698836922646
102,0,0.0,0.0,0.0,0.0,0.029532697051763535,0.010667717084288597
103,0,0.0,0.0,0.0,0.0,0.010119517333805561,0.007786449510604143
106,0,0.0,0.0,0.06719347089529037,0.031633853912353516,0.023608757182955742,0.020840836688876152
107,0,0.0,0.0,0.0,0.0,0.021314086392521858,0.008999474346637726
108,0,0.0,0.0,0.0,0.03292437270283699,0.01824897527694702,0.02769029326736927
109,0,0.0,0.0,0.0,0.0,0.0,0.0
111,0,0.0,0.04941023141145706,0.0894150361418724,0.025990424677729607,0.01651597023010254,0.012816325761377811
114,0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,0.0,0.0,0.0,0.023845359683036804,0.010665399953722954,0.007766454480588436
116,0,0.0,0.0,0.12640409171581268,0.0,0.04215561971068382,0.014382467605173588
117,0,0.0,0.0,0.0,0.015567406080663204,0.02557622641324997,0.00797794945538044
118,0,0.0,0.33945366740226746,0.045470669865608215,0.0,0.0,0.021355226635932922
120,0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,0.0,0.0,0.0,0.0,0.011161359027028084,0.0
122,0,0.0,0.0,0.0,0.09177087247371674,0.05258750915527344,0.012199404649436474
123,0,0.0,0.0,0.0,0.0,0.0,0.042790357023477554
124,0,0.0,0.0,0.0,0.045011263340711594,0.0,0.0
125,0,0.0,0.02925344742834568,0.0,0.039218004792928696,0.018021006137132645,0.005012680776417255
126,0,0.0,0.0,0.09580769389867783,0.0,0.0,0.004899805877357721
127,0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0.0,0.0,0.0,0.09075254946947098,0.032563094049692154,0.0
129,0,0.0,0.0,0.13914711773395538,0.06626921892166138,0.015336609445512295,0.0077762119472026825
131,0,0.0,0.0,0.0,0.0,0.061692677438259125,0.02516942098736763
132,0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,0.0,0.06762566417455673,0.06753558665513992,0.07807115465402603,0.026164578273892403,0.010395234450697899
134,0,0.0,0.0,0.0,0.07208939641714096,0.007891464047133923,0.0
136,0,0.0,0.0,0.0,0.027929294854402542,0.013837878592312336,0.010147223249077797
137,0,0.0,0.0,0.0,0.009867318905889988,0.016026733443140984,0.0
139,0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,0.0,0.0,0.0,0.055352117866277695,0.017202457413077354,0.006649611052125692
141,0,0.0,0.0,0.0,0.0,0.0,0.012260687537491322
143,0,0.0,0.0,0.0,0.0,0.016873201355338097,0.013422786258161068
144,0,0.0,0.0,0.0,0.0,0.0,0.013972838409245014
145,0,0.0,0.15026985108852386,0.07882434874773026,0.038140568882226944,0.07170834392309189,0.009157837368547916
147,0,0.0,0.0,0.07567791640758514,0.024066457524895668,0.011977048590779305,0.008686082437634468
149,0,0.0,0.0,0.0,0.011046872474253178,0.016215264797210693,0.026568500325083733
150,0,0.3568539321422577,0.0,0.0,0.28824228048324585,0.049918919801712036,0.0
151,0,0.0,0.0,0.023008165881037712,0.022737838327884674,0.008378242142498493,0.01126472745090723
153,0,0.55266273021698,0.5377466082572937,0.4953329861164093,0.2514730989933014,0.10509008169174194,0.04540436342358589
155,0,0.0,0.0,0.043745480477809906,0.03362555429339409,0.015482881106436253,0.010033931583166122
156,0,0.0,0.0,0.0,0.0,0.009508766233921051,0.02422345243394375
157,0,0.23390190303325653,0.3670269548892975,0.08056174963712692,0.0,0.05168623477220535,0.07059027999639511
158,0,0.0,0.0,0.06864499300718307,0.0446663498878479,0.03574937582015991,0.00921530183404684
159,0,0.0,0.2352999746799469,0.0,0.15558591485023499,0.0748416930437088,0.01334903109818697
160,0,0.0,0.0,0.0,0.0,0.0,0.02016470767557621
161,0,0.0,0.0,0.0,0.0,0.05422130599617958,0.0
162,0,0.0,0.15484575927257538,0.02101648971438408,0.017724379897117615,0.06647875159978867,0.011169039644300938
163,0,0.0,0.0,0.0,0.0,0.08386530727148056,0.02629178762435913
164,0,0.0,0.0,0.0,0.0,0.05122528597712517,0.03788692504167557
165,0,0.0,0.03465152159333229,0.022806737571954727,0.05219002440571785,0.01575516164302826,0.0063986023887991905
166,0,0.0,0.0,0.05330916866660118,0.0251179039478302,0.02809707261621952,0.008910282514989376
167,0,0.0,0.026741111651062965,0.049950163811445236,0.013197802938520908,0.047059398144483566,0.04180621728301048
168,0,0.0,0.16010892391204834,0.17236599326133728,0.11643975973129272,0.09224925935268402,0.029809709638357162
169,0,0.0,0.06241786852478981,0.10946594178676605,0.023463837802410126,0.01734131947159767,0.014612043276429176
170,0,0.14194223284721375,0.10060244053602219,0.29046621918678284,0.03531789034605026,0.0,0.0
171,0,0.0,0.03652866184711456,0.10466743260622025,0.012545510195195675,0.012276267632842064,0.0
172,0,0.0,0.0,0.0,0.0,0.0,0.047115031629800797
173,0,0.0,0.0,0.0,0.018366463482379913,0.0,0.025611145421862602
174,0,0.0,0.0,0.024507520720362663,0.04473516345024109,0.018942082300782204,0.020477423444390297
175,0,0.0,0.0,0.0,0.0586252361536026,0.0653759241104126,0.0
176,0,0.0,0.0,0.04916120693087578,0.0,0.03229476511478424,0.016441132873296738
177,0,0.0,0.07666568458080292,0.04093354567885399,0.07206989824771881,0.011847867630422115,0.025594819337129593
178,0,0.0,0.0,0.0,0.0,0.0,0.0
179,0,0.0,0.0,0.0,0.0,0.038436949253082275,0.016885267570614815
180,0,0.0,0.0,0.0,0.0,0.0,0.00945340283215046
181,0,0.0,0.0,0.04340541735291481,0.0,0.0,0.0
182,0,0.3046313226222992,0.05266657471656799,0.058001235127449036,0.03231006860733032,0.06849879771471024,0.0071314298547804356
183,0,0.2004142701625824,0.4414731562137604,0.05005273222923279,0.02662876434624195,0.013063754886388779,0.011248692870140076
184,0,0.0,0.0,0.0,0.0,0.0,0.0
185,0,0.0,0.0,0.0,0.07633176445960999,0.07649396359920502,0.013064352795481682
186,0,0.0,0.0,0.06717322766780853,0.0,0.015458216890692711,0.011827809736132622
188,0,0.0,0.0,0.0,0.0,0.012483571656048298,0.009395062923431396
189,0,0.0,0.0,0.0,0.0,0.022241197526454926,0.0
190,0,0.0,0.0,0.0,0.0387054942548275,0.022435009479522705,0.0
191,0,0.0,0.0,0.0,0.038569651544094086,0.015525829046964645,0.014346279203891754
192,0,0.0,0.06981740146875381,0.02218504622578621,0.09257255494594574,0.025217855349183083,0.010268235579133034
193,0,0.14182929694652557,0.03607239946722984,0.07473919540643692,0.04416549950838089,0.09429178386926651,0.03628379479050636
194,0,0.0,0.0,0.0,0.0,0.0,0.0
195,0,0.0,0.0,0.02995123900473118,0.0,0.0,0.006873599719256163
196,0,0.0,0.0,0.0,0.0,0.03977937251329422,0.0
197,0,0.0,0.0,0.0,0.02825670689344406,0.011743178591132164,0.0
199,0,0.0,0.0,0.0,0.0,0.027026664465665817,0.030162345618009567
200,0,0.0,0.0,0.10861749202013016,0.055607303977012634,0.07330070436000824,0.05319289490580559
202,0,0.0,0.0,0.0,0.0,0.0,0.013847779482603073
203,0,0.0,0.0,0.19558723270893097,0.02621578425168991,0.04026702791452408,0.0
204,0,0.0,0.0,0.0,0.0,0.0,0.0
205,0,0.0,0.0,0.0,0.0,0.0,0.015558256767690182
206,0,0.0,0.0,0.08830481767654419,0.053353067487478256,0.0718875452876091,0.038452889770269394
207,0,0.0,0.0,0.0,0.05370524898171425,0.09677935391664505,0.01720362901687622
208,0,0.0,0.0,0.0,0.0,0.0,0.006791916210204363
209,0,0.0,0.0,0.0,0.0,0.0,0.013319013640284538
211,0,0.0,0.0,0.0,0.12597106397151947,0.02146240510046482,0.011329845525324345
212,0,0.0,0.0,0.0,0.0,0.0,0.01878226548433304
213,0,0.0,0.0,0.0,0.0,0.00600978871807456,0.013954490423202515
216,0,0.0,0.0,0.0,0.0,0.045108597725629807,0.00578256556764245
217,0,0.0,0.0,0.0,0.0,0.018936339765787125,0.01201924029737711
218,0,0.1405542492866516,0.11553490906953812,0.10579442977905273,0.023731688037514687,0.022915678098797798,0.014843827113509178
219,0,0.0,0.0,0.0182705819606781,0.03968458250164986,0.00685487175360322,0.0056077283807098866
220,0,0.0,0.0,0.021379094570875168,0.0,0.0,0.016076913103461266
221,0,0.0,0.0,0.026393285021185875,0.13584591448307037,0.0,0.0
222,0,0.0,0.0,0.0,0.0,0.0,0.0
224,0,0.0,0.0,0.08917942643165588,0.023806918412446976,0.053372278809547424,0.02994021400809288
225,0,0.0,0.0,0.0,0.0,0.06474244594573975,0.008536748588085175
226,0,0.0,0.0,0.0,0.022911258041858673,0.0,0.018466588109731674
228,0,0.0,0.0,0.0,0.08635029941797256,0.03369974344968796,0.007708853576332331
229,0,0.07476038485765457,0.12236157059669495,0.02184189297258854,0.0,0.007547096814960241,0.007486221380531788
230,0,0.0,0.0,0.08579063415527344,0.0,0.05654735118150711,0.027829648926854134
231,0,0.0,0.0,0.0,0.0,0.0,0.0
233,0,0.0,0.16207726299762726,0.02971997857093811,0.0966181829571724,0.00932596530765295,0.056690845638513565
235,0,0.0,0.0,0.015735113993287086,0.04259853810071945,0.01308025885373354,0.007736538536846638
236,0,0.0,0.0,0.0,0.0,0.010718434117734432,0.010091197676956654
238,0,0.0,0.0,0.032825686037540436,0.08074239641427994,0.03334967792034149,0.027342913672327995
239,0,0.0,0.0,0.0,0.0,0.0,0.017819125205278397
240,0,0.0,0.13973510265350342,0.13043592870235443,0.053883131593465805,0.05840539559721947,0.01438403781503439
241,0,0.0,0.0,0.0,0.0,0.0,0.0
242,0,0.053220801055431366,0.08233866840600967,0.0726216658949852,0.021035268902778625,0.01387541089206934,0.014591842889785767
244,0,0.0,0.0,0.0,0.0,0.0,0.0
246,0,0.0,0.0,0.0,0.0,0.0,0.0
247,0,0.24593399465084076,0.3366224467754364,0.03433296084403992,0.015921827405691147,0.008274989202618599,0.004902967251837254
248,0,0.0,0.5986084342002869,0.08644777536392212,0.0757889673113823,0.03543304651975632,0.04137050360441208
249,0,0.10146287828683853,0.04488605260848999,0.01595029979944229,0.013762816786766052,0.08596615493297577,0.0053943549282848835
250,0,0.0,0.0,0.0,0.0,0.0,0.0
252,0,0.0,0.0,0.03606003150343895,0.029777077957987785,0.015609944239258766,0.02835013158619404
253,0,0.0,0.0,0.0,0.053999923169612885,0.022715790197253227,0.015140931122004986
254,0,0.0,0.0,0.0,0.0,0.025220859795808792,0.012258424423635006
255,0,0.0,0.0,0.0,0.0,0.0,0.0
256,0,0.0,0.0,0.0,0.04540422558784485,0.020787036046385765,0.0
257,0,0.0,0.0,0.0,0.026527315378189087,0.02181524783372879,0.015211942605674267
258,0,0.22768113017082214,0.17428508400917053,0.08654754608869553,0.253520667552948,0.02311740070581436,0.017500218003988266
259,0,0.13255639374256134,0.0,0.01657182350754738,0.0,0.0,0.0
260,0,0.0,0.0,0.03827771171927452,0.049328818917274475,0.0,0.035816021263599396
261,0,0.24358531832695007,0.11111898720264435,0.03782613202929497,0.053860802203416824,0.0055283172987401485,0.0053490023128688335
262,0,0.0,0.0,0.0,0.05460260435938835,0.0,0.01875203475356102
263,0,0.0,0.0,0.05282300338149071,0.0301747415214777,0.01784055307507515,0.04432373866438866
264,0,0.0,0.0,0.0,0.0,0.0,0.0
265,0,0.11610126495361328,0.08981510996818542,0.0,0.021444955840706825,0.013168878853321075,0.005828800145536661
266,0,0.0,0.0,0.061983875930309296,0.024851959198713303,0.0,0.004920221399515867
267,0,0.049935273826122284,0.01561035867780447,0.03160664066672325,0.032595712691545486,0.010001221671700478,0.007187170442193747
271,0,0.0,0.0,0.17532871663570404,0.11537917703390121,0.04745914041996002,0.020383059978485107
273,0,0.0,0.0,0.14227670431137085,0.0,0.0,0.004750772845000029
275,0,0.0,0.0,0.0,0.0,0.026687070727348328,0.0
276,0,0.1557464599609375,0.06336773186922073,0.0341605581343174,0.033230677247047424,0.023216743022203445,0.018743904307484627
277,0,0.0,0.0,0.0,0.0,0.010201508179306984,0.017929885536432266
278,0,0.0,0.0,0.05431437864899635,0.0,0.02321663685142994,0.024190474301576614
279,0,0.0,0.0,0.32962873578071594,0.09976344555616379,0.028536854311823845,0.013579159043729305
280,0,0.0,0.1195514127612114,0.10250489413738251,0.0,0.016569385305047035,0.014133080840110779
281,0,0.0,0.0,0.0,0.06660708039999008,0.00962470006197691,0.004677155986428261
282,0,0.0,0.0,0.0,0.0,0.0,0.00891170371323824
284,0,0.0,0.0,0.024244600906968117,0.0,0.012714927084743977,0.01647413708269596
285,0,0.0,0.2688945233821869,0.0,0.05853673443198204,0.0347723625600338,0.012261226773262024
286,0,0.0,0.0,0.0,0.0,0.02531750686466694,0.0
287,0,0.0,0.0,0.0,0.0885324627161026,0.0359056293964386,0.009818902239203453
288,0,0.0,0.09094231575727463,0.07043981552124023,0.04189900681376457,0.04665001109242439,0.04566348344087601
289,0,0.0,0.0,0.0,0.0,0.10417997092008591,0.012580279260873795
290,0,0.0,0.0,0.0,0.02646465227007866,0.028025580570101738,0.008689137175679207
291,0,0.0,0.0,0.0,0.03521087020635605,0.0,0.0
292,0,0.0,0.0,0.0,0.0,0.0,0.0
293,0,0.0,0.0,0.0,0.07893223315477371,0.01577194221317768,0.0171185489743948
295,0,0.0,0.0,0.0,0.0,0.0,0.0
296,0,0.0,0.0,0.0,0.0,0.008174300193786621,0.016131842508912086
297,0,0.0,0.14138339459896088,0.06315372884273529,0.0,0.01964517869055271,0.014487198553979397
298,0,0.0,0.0,0.0,0.017866095528006554,0.011425497010350227,0.0046701072715222836
299,0,0.0,0.0,0.0,0.0,0.0,0.005759234540164471
300,0,0.0,0.0,0.0,0.017221689224243164,0.0077935694716870785,0.005846238695085049
302,0,0.0,0.0,0.0,0.039089567959308624,0.0,0.009197348728775978
303,0,0.0,0.0,0.013272702693939209,0.13797971606254578,0.0198591947555542,0.005109869409352541
304,0,0.0,0.11848821491003036,0.029350638389587402,0.01713109202682972,0.03904915228486061,0.011653415858745575
305,0,0.0,0.0,0.0,0.0,0.048801667988300323,0.015889935195446014
306,0,0.0,0.14510422945022583,0.03917457163333893,0.02864944189786911,0.2587619423866272,0.0158038679510355
307,0,0.4714166224002838,0.584407389163971,0.18855445086956024,0.020753614604473114,0.018578272312879562,0.013951100409030914
308,0,0.0,0.06743381172418594,0.0,0.06297025084495544,0.06776973605155945,0.015369725413620472
309,0,0.0,0.07555242627859116,0.044402506202459335,0.0,0.01597602851688862,0.023390095680952072
310,0,0.0,0.0,0.0,0.0,0.0,0.0
312,0,0.0,0.0,0.0,0.0,0.028279773890972137,0.007380564231425524
313,0,0.0,0.0,0.0,0.03566880151629448,0.0,0.0
314,0,0.0,0.0,0.0,0.03533858433365822,0.015209127217531204,0.0
316,0,0.0,0.0,0.0,0.015174169093370438,0.0,0.026901725679636
317,0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,0.048347607254981995,0.02361343801021576,0.027250321581959724,0.006483901292085648,0.007378594949841499,0.010469204746186733
320,0,0.0,0.0,0.20941270887851715,0.0,0.0,0.0
321,0,0.4110408127307892,0.2501886785030365,0.0,0.0,0.0,0.08037720620632172
322,0,0.0,0.0,0.060117240995168686,0.03761795163154602,0.0,0.018573438748717308
323,0,0.0,0.0,0.0,0.0,0.08995076268911362,0.018237171694636345
324,0,0.0,0.08190272003412247,0.11611508578062057,0.0,0.0,0.05187814310193062
325,0,0.0,0.11512550711631775,0.08717036247253418,0.021700173616409302,0.04370513930916786,0.014092293567955494
327,0,0.0,0.0,0.10616421699523926,0.04408533126115799,0.023211736232042313,0.009819123893976212
328,0,0.0,0.0,0.0,0.044442396610975266,0.036743804812431335,0.024172069504857063
329,0,0.0,0.0,0.0,0.024933869019150734,0.0,0.0084207309409976
330,0,0.0,0.0,0.0,0.0,0.007928650826215744,0.0
331,0,0.0606735460460186,0.15654021501541138,0.05179636552929878,0.018040765076875687,0.018252942711114883,0.008512728847563267
332,0,0.0,0.0,0.0,0.08238936960697174,0.015651559457182884,0.007812464609742165
333,0,0.08131708949804306,0.17010337114334106,0.16628621518611908,0.02561393566429615,0.22426451742649078,0.01198245957493782
334,0,0.0,0.0,0.0,0.0,0.0,0.0
335,0,0.12585225701332092,0.17586809396743774,0.18945476412773132,0.0,0.03697893023490906,0.0
336,0,0.06672876328229904,0.03935986012220383,0.10498058795928955,0.01939447969198227,0.04640289396047592,0.010141066275537014
337,0,0.0,0.0,0.0372394360601902,0.00866088829934597,0.0065450468100607395,0.02193419262766838
338,0,0.0,0.0,0.0,0.0,0.028843972831964493,0.0
339,0,0.0,0.0,0.0,0.0,0.013208829797804356,0.02107553742825985
340,0,0.06004851683974266,0.04208758473396301,0.034783538430929184,0.07009510695934296,0.0241701602935791,0.011207102797925472
341,0,0.16201677918434143,0.13002602756023407,0.0,0.0,0.0,0.0
342,0,0.17340655624866486,0.15202459692955017,0.03982716053724289,0.034793879836797714,0.0,0.00494897086173296
343,0,0.0,0.0,0.0,0.05136531591415405,0.0,0.0
344,0,0.0,0.0,0.0,0.0,0.0,0.0
345,0,0.0,0.0,0.0,0.0,0.0,0.0
346,0,0.0,0.1442950814962387,0.0,0.0,0.0,0.004807918332517147
347,0,0.0,0.0,0.0,0.0,0.0,0.0
348,0,0.0,0.0,0.0,0.06625695526599884,0.0,0.0
349,0,0.0,0.0,0.0,0.025492815300822258,0.018727196380496025,0.011625216342508793
350,0,0.0,0.0,0.21835902333259583,0.0,0.07518795877695084,0.024521609768271446
351,0,0.0,0.0,0.0,0.0,0.0,0.0
352,0,0.17831479012966156,0.0936521589756012,0.12913960218429565,0.025897039100527763,0.017009003087878227,0.00595289608463645
353,0,0.0,0.0,0.0,0.0,0.0,0.027771079912781715
354,0,0.0,0.0,0.0,0.0,0.0,0.0
355,0,0.0,0.06068594008684158,0.19398878514766693,0.02745659649372101,0.030104506760835648,0.011157526634633541
356,0,0.0,0.0,0.16732850670814514,0.14150972664356232,0.0845692902803421,0.04015231877565384
357,0,0.0,0.09092558175325394,0.06522048264741898,0.036421697586774826,0.0,0.005404642317444086
358,0,0.0,0.0,0.0,0.14011313021183014,0.0,0.058372918516397476
359,0,0.19550074636936188,0.07662028074264526,0.03791219741106033,0.09568288177251816,0.04984165355563164,0.00798780843615532
360,0,0.0,0.0,0.0,0.0,0.0,0.0
361,0,0.0,0.0,0.0,0.0,0.0,0.0
363,0,0.0,0.0,0.0,0.0,0.027340814471244812,0.021236462518572807
364,0,0.0,0.0,0.21684475243091583,0.0,0.0,0.014659020118415356
365,0,0.0,0.10227828472852707,0.10543238371610641,0.036546312272548676,0.05885722115635872,0.004766955506056547
366,0,0.0,0.0,0.16673846542835236,0.05611271783709526,0.16982370615005493,0.01611441932618618
369,0,0.018443679437041283,0.022817112505435944,0.08685268461704254,0.10203561931848526,0.039316147565841675,0.13932277262210846
371,0,0.21415023505687714,0.04350791499018669,0.05092550069093704,0.012149804271757603,0.013633696362376213,0.015258747152984142
372,0,0.2674511969089508,0.20217272639274597,0.11013192683458328,0.027987850829958916,0.037183381617069244,0.021762367337942123
374,0,0.0,0.0,0.22063182294368744,0.0,0.08174419403076172,0.02289731428027153
375,0,0.0,0.0,0.10199735313653946,0.05183311924338341,0.00920803751796484,0.006780889816582203
376,0,0.0,0.0,0.0,0.0,0.0,0.006111999973654747
377,0,0.0,0.0714043602347374,0.13097883760929108,0.0,0.02635861374437809,0.009491273202002048
378,0,0.0,0.0,0.0,0.0,0.010120119899511337,0.0046707699075341225
379,0,0.0,0.0,0.018755732104182243,0.025178110226988792,0.005982025060802698,0.0
380,0,0.20996980369091034,0.0,0.0,0.17179039120674133,0.048681288957595825,0.09873656183481216
381,0,0.0,0.0,0.0,0.0,0.0,0.00542387505993247
382,0,0.0,0.0,0.0,0.07108620554208755,0.014280307106673717,0.0
383,0,0.0,0.1135517805814743,0.0,0.0,0.01389311533421278,0.015612355433404446
384,0,0.0,0.0,0.0,0.0,0.0,0.009922853671014309
385,0,0.0,0.0,0.0,0.0,0.02967803366482258,0.009081619791686535
387,0,0.0,0.0,0.0,0.0,0.021535784006118774,0.011902458034455776
388,0,0.0,0.0,0.0,0.04047742858529091,0.026816241443157196,0.011952788569033146
390,0,0.0,0.0,0.0,0.09418289363384247,0.0,0.07746553421020508
392,0,0.0,0.0,0.0,0.0,0.0,0.027648158371448517
393,0,0.0680617019534111,0.07259858399629593,0.025328634306788445,0.017325280234217644,0.014504114165902138,0.007164917886257172
396,0,0.0,0.0,0.03837001696228981,0.0,0.0,0.00684919860213995
397,0,0.0,0.0,0.05545308440923691,0.0229024700820446,0.012180259451270103,0.01251120027154684
398,0,0.0,0.0,0.0,0.0,0.0,0.020268503576517105
399,0,0.0,0.0,0.0,0.0,0.0,0.0
400,0,0.0,0.0,0.026960307732224464,0.01319095492362976,0.01599607989192009,0.00381897808983922
401,0,0.0,0.0,0.0,0.0,0.0,0.05752602592110634
