,Sample,Clean class,Adversarial class,Success,Iterations,Confidence 1,Confidence 2,Confidence 3,Confidence 4,Confidence 5
52,69,467,930,1,2,0.17295745015144348,0.172662615776062,0.03850432485342026,0.028463194146752357,0.02327651157975197
53,70,441,883,1,3,0.1856202781200409,0.1854659765958786,0.06486286222934723,0.05114656686782837,0.04785860702395439
54,71,882,414,1,2,0.3324560821056366,0.3315846920013428,0.036149200052022934,0.03342438116669655,0.02651890739798546
55,72,920,605,1,4,0.2963852882385254,0.2962923049926758,0.1212996393442154,0.06978888064622879,0.02669246308505535
56,73,839,672,1,3,0.12623393535614014,0.12608666718006134,0.033498574048280716,0.03237291797995567,0.03105498105287552
57,75,555,407,1,4,0.4739961624145508,0.47383663058280945,0.005737421102821827,0.0035544082056730986,0.0034463682677596807
58,76,519,860,1,2,0.32216331362724304,0.3208063244819641,0.05018061399459839,0.030332259833812714,0.02519296482205391
59,77,510,540,1,4,0.3002653419971466,0.3001589775085449,0.0594143345952034,0.03187116980552673,0.02626950293779373
60,78,888,718,1,4,0.44252821803092957,0.4419681131839752,0.044806238263845444,0.008902120403945446,0.004541510250419378
61,79,990,946,1,2,0.42811259627342224,0.42686793208122253,0.07095736265182495,0.006522156298160553,0.005953421350568533
62,80,430,903,1,2,0.1405256986618042,0.14011520147323608,0.05731050670146942,0.04913199320435524,0.024615032598376274
63,81,430,890,1,2,0.3573834002017975,0.3571118712425232,0.023270919919013977,0.02067139931023121,0.01745702140033245
64,82,396,112,1,2,0.18313366174697876,0.18240612745285034,0.04796582832932472,0.030376212671399117,0.03013262338936329
65,83,97,98,1,2,0.1221386268734932,0.12206299602985382,0.045691631734371185,0.043830595910549164,0.0358695350587368
66,84,644,626,1,3,0.41700440645217896,0.4166680872440338,0.046637896448373795,0.03503594920039177,0.00340895913541317
67,85,78,928,1,3,0.29563137888908386,0.29525524377822876,0.03311043977737427,0.03014085628092289,0.022265195846557617
68,86,140,139,1,3,0.3889574408531189,0.3887178897857666,0.03726892173290253,0.014680764637887478,0.01033481489866972
69,87,362,383,1,3,0.28158554434776306,0.2814970910549164,0.03695888817310333,0.02979457564651966,0.02714850753545761
70,88,705,829,1,3,0.3998205363750458,0.3992771804332733,0.048654280602931976,0.029986869543790817,0.010630588978528976
71,89,659,647,1,2,0.141914501786232,0.14170022308826447,0.07144346088171005,0.053715210407972336,0.03365788981318474
72,91,967,969,1,3,0.42125892639160156,0.4212428629398346,0.031072024255990982,0.015940554440021515,0.015465572476387024
73,92,489,912,1,2,0.31380629539489746,0.3128548562526703,0.03878907486796379,0.02759930118918419,0.014333637431263924
74,93,937,996,1,3,0.215452179312706,0.21533754467964172,0.04584914818406105,0.03625935688614845,0.02123299613595009
75,94,991,994,1,4,0.31557148694992065,0.31534600257873535,0.024417145177721977,0.022060714662075043,0.011943420395255089
76,95,887,862,1,3,0.15203286707401276,0.15188200771808624,0.05755682662129402,0.030212126672267914,0.02628771774470806
77,96,603,444,1,4,0.22849808633327484,0.22828920185565948,0.04644731059670448,0.027742456644773483,0.018755005672574043
78,97,467,391,1,2,0.4422450661659241,0.43955111503601074,0.04998088628053665,0.03557107597589493,0.007117968052625656
79,98,498,565,1,3,0.3288969099521637,0.328646719455719,0.050422921776771545,0.028595175594091415,0.018492937088012695
80,99,879,835,1,3,0.4897370934486389,0.4890146255493164,0.002513395855203271,0.0020101480185985565,0.0013276919489726424
81,100,807,449,1,2,0.1916458010673523,0.19099697470664978,0.08317437022924423,0.08104024827480316,0.05940548703074455
82,101,708,557,1,2,0.2007649838924408,0.20067933201789856,0.061230238527059555,0.044939830899238586,0.042858995497226715
83,102,967,964,1,3,0.3158804476261139,0.315682590007782,0.06480500102043152,0.021100319921970367,0.01991993747651577
84,103,472,576,1,4,0.2640093266963959,0.2638796865940094,0.09794974327087402,0.009095762856304646,0.00767612224444747
85,106,971,843,1,3,0.18087807297706604,0.18073908984661102,0.06923391669988632,0.05569210648536682,0.022405680269002914
86,107,805,752,1,3,0.21321746706962585,0.21305537223815918,0.06396270543336868,0.0457942932844162,0.041093841195106506
87,108,719,338,1,4,0.1380566954612732,0.13800476491451263,0.026602331548929214,0.016354234889149666,0.011625835672020912
88,109,854,579,1,4,0.44550368189811707,0.44524842500686646,0.029388608410954475,0.00908355601131916,0.0086663868278265
89,111,471,791,1,2,0.15175169706344604,0.15130653977394104,0.054100245237350464,0.0489533357322216,0.022266171872615814
90,114,572,818,1,5,0.33179140090942383,0.3317164182662964,0.11428946256637573,0.027209745720028877,0.014856617897748947
91,115,883,494,1,4,0.2480425387620926,0.2478983998298645,0.04764169827103615,0.04071366786956787,0.03810171037912369
92,116,476,762,1,3,0.4205987751483917,0.42013412714004517,0.030381113290786743,0.022448057308793068,0.011625031940639019
93,117,581,570,1,1,0.1867080181837082,0.18643827736377716,0.03421694412827492,0.027905970811843872,0.01760438084602356
94,118,603,730,1,2,0.31567710638046265,0.3154372572898865,0.15252050757408142,0.036798056215047836,0.023033687844872475
95,120,967,925,1,4,0.4156757593154907,0.41544392704963684,0.07051165401935577,0.0062783751636743546,0.005568364169448614
96,121,311,123,1,3,0.33165794610977173,0.3309268653392792,0.05376467481255531,0.03518477454781532,0.03004470467567444
97,122,873,442,1,3,0.25736525654792786,0.25719118118286133,0.06631772220134735,0.025568518787622452,0.023457631468772888
98,123,582,118,1,2,0.26651015877723694,0.2662357985973358,0.1499185413122177,0.08380778133869171,0.037679363042116165
99,124,16,86,1,4,0.14428582787513733,0.14418156445026398,0.07522545009851456,0.02203843556344509,0.019246120005846024
100,125,672,701,1,2,0.295421838760376,0.2949531078338623,0.12552493810653687,0.06516469269990921,0.007987499237060547
101,126,780,724,1,2,0.4557332992553711,0.4554365575313568,0.030467350035905838,0.007689747493714094,0.006344789173454046
102,127,489,559,1,6,0.4455346167087555,0.4454330801963806,0.012906436808407307,0.0075439331121742725,0.005938682239502668
103,128,685,507,1,3,0.4450955092906952,0.4446818232536316,0.013732792809605598,0.008928772993385792,0.007258064579218626
104,129,366,297,1,3,0.3276430666446686,0.3273276388645172,0.06866776198148727,0.054058607667684555,0.014628613367676735
105,131,746,615,1,5,0.23981626331806183,0.23975086212158203,0.0547725148499012,0.03258778527379036,0.029265083372592926
106,132,599,904,1,7,0.1421537846326828,0.14211305975914001,0.008548334240913391,0.007445883937180042,0.007433417718857527
107,133,912,425,1,1,0.07006315141916275,0.06985741853713989,0.060990288853645325,0.050082117319107056,0.04575008898973465
108,134,950,932,1,2,0.20515431463718414,0.20495739579200745,0.10774266719818115,0.061388492584228516,0.044687237590551376
109,136,614,439,1,3,0.24281495809555054,0.24264156818389893,0.08702452480792999,0.02090565487742424,0.01371627114713192
110,137,348,169,1,2,0.29905033111572266,0.29617634415626526,0.05183117091655731,0.036293644458055496,0.015797236934304237
111,139,353,173,1,3,0.436788946390152,0.4357816278934479,0.021578146144747734,0.019694605842232704,0.013495592400431633
112,140,21,23,1,3,0.4243890941143036,0.4241398572921753,0.061664652079343796,0.014238175936043262,0.007257350254803896
113,141,84,474,1,4,0.38981783390045166,0.3894982635974884,0.007992815226316452,0.0054784007370471954,0.005034414120018482
114,143,946,985,1,4,0.29208728671073914,0.29185783863067627,0.024886824190616608,0.023153342306613922,0.013634994626045227
115,144,746,450,1,2,0.43838998675346375,0.43835487961769104,0.06642702966928482,0.017016535624861717,0.007006233558058739
116,145,646,958,1,3,0.24870677292346954,0.24859721958637238,0.046701014041900635,0.04511839523911476,0.02156788296997547
117,147,469,541,1,3,0.2562962472438812,0.2548302710056305,0.1690601259469986,0.02683998830616474,0.024573085829615593
118,149,81,139,1,4,0.3320118188858032,0.33189594745635986,0.04009544476866722,0.02042507380247116,0.018088744953274727
119,150,734,407,1,2,0.4348996579647064,0.4345509707927704,0.04419459402561188,0.024297188967466354,0.015654491260647774
120,151,719,338,1,2,0.21071338653564453,0.21030865609645844,0.06552834808826447,0.024090951308608055,0.02113962173461914
121,153,293,288,1,2,0.47454559803009033,0.474376380443573,0.005556803196668625,0.002553342143073678,0.0009565476793795824
122,155,416,890,1,3,0.29041534662246704,0.2901493012905121,0.07593676447868347,0.03793959319591522,0.03586070239543915
123,156,544,567,1,3,0.3739314675331116,0.3737607002258301,0.03925484046339989,0.01579555682837963,0.014473642222583294
124,157,415,956,1,2,0.2088022083044052,0.20859025418758392,0.11210082471370697,0.06299696862697601,0.04479873925447464
125,158,814,673,1,5,0.27012014389038086,0.26999226212501526,0.03850340470671654,0.017350640147924423,0.01340072974562645
126,159,295,101,1,2,0.28157439827919006,0.28045350313186646,0.05094697326421738,0.04245827719569206,0.04060940444469452
127,160,829,466,1,3,0.39440757036209106,0.39422857761383057,0.026953700929880142,0.022483352571725845,0.019247762858867645
128,161,759,732,1,4,0.42557647824287415,0.42533019185066223,0.02719138190150261,0.026403231546282768,0.012329915538430214
129,162,971,107,1,3,0.3049459159374237,0.3044154942035675,0.02933756448328495,0.02721777930855751,0.025070104748010635
130,163,306,904,1,3,0.24407173693180084,0.24380560219287872,0.04741644486784935,0.02591370791196823,0.019986260682344437
131,164,637,703,1,3,0.30306005477905273,0.3026885986328125,0.0329296737909317,0.022689111530780792,0.014902157709002495
132,165,471,974,1,2,0.14240071177482605,0.1422387957572937,0.044142551720142365,0.03439776971936226,0.02616690844297409
133,166,94,21,1,4,0.3170706331729889,0.3168581426143646,0.050406042486429214,0.014335925690829754,0.014170218259096146
134,167,17,320,1,2,0.06696639955043793,0.06686101108789444,0.03904683515429497,0.02615520916879177,0.024968234822154045
135,168,984,580,1,4,0.3956660032272339,0.3955007493495941,0.0187620148062706,0.010301356203854084,0.009395032189786434
136,170,863,888,1,3,0.24520017206668854,0.24454908072948456,0.0768052488565445,0.028156809508800507,0.025919251143932343
137,171,391,2,1,2,0.3457838296890259,0.3451884686946869,0.13061317801475525,0.025612210854887962,0.017380064353346825
138,172,531,704,1,4,0.43088242411613464,0.43075302243232727,0.006190550979226828,0.005295248236507177,0.004239178728312254
139,173,383,384,1,2,0.4416082203388214,0.4402029812335968,0.01895352452993393,0.014119553379714489,0.00574650801718235
140,174,417,557,1,2,0.3315976858139038,0.33118778467178345,0.04870810732245445,0.019355151802301407,0.016823217272758484
141,175,442,409,1,3,0.29124149680137634,0.29112499952316284,0.0548238605260849,0.04854434356093407,0.04138564690947533
142,176,38,56,1,3,0.09202326089143753,0.0919557586312294,0.02950347773730755,0.027087965980172157,0.023551596328616142
143,177,858,879,1,2,0.11540904641151428,0.1152341216802597,0.04545797407627106,0.024976160377264023,0.021580470725893974
144,178,716,637,1,4,0.2586436867713928,0.25850239396095276,0.028529178351163864,0.01168787106871605,0.01069022435694933
145,179,99,331,1,3,0.1812928169965744,0.18119488656520844,0.09600130468606949,0.03524283319711685,0.0258252564817667
146,180,546,592,1,4,0.49262160062789917,0.4922712445259094,0.008285023272037506,0.001189762493595481,0.0003883658500853926
147,181,137,344,1,3,0.17271287739276886,0.1725759655237198,0.10432486236095428,0.05270349606871605,0.0366523414850235
148,182,980,111,1,2,0.443416953086853,0.4425947964191437,0.014516379684209824,0.013641592115163803,0.012622819282114506
149,183,517,755,1,1,0.23238727450370789,0.23121729493141174,0.08076859265565872,0.05435563251376152,0.03379027545452118
150,184,322,326,1,2,0.35762834548950195,0.357107937335968,0.03455599769949913,0.0214068666100502,0.020757706835865974
151,185,765,532,1,3,0.3756650388240814,0.37542828917503357,0.10985977202653885,0.07550831884145737,0.012679081410169601
152,186,632,485,1,4,0.35550016164779663,0.3553347587585449,0.03954613208770752,0.03293728083372116,0.017182709649205208
153,188,595,856,1,4,0.44124215841293335,0.4411487281322479,0.04550882801413536,0.02665191888809204,0.003973605576902628
154,189,754,507,1,3,0.26778072118759155,0.26766443252563477,0.03296063840389252,0.02740594558417797,0.019160635769367218
155,190,805,768,1,2,0.3949873149394989,0.39476287364959717,0.04212087020277977,0.03135337680578232,0.022221669554710388
156,191,873,497,1,3,0.228479266166687,0.22818192839622498,0.1051403060555458,0.0398901104927063,0.03038325533270836
157,192,980,1,1,2,0.17875461280345917,0.1783262938261032,0.04967449605464935,0.031392283737659454,0.030019184574484825
158,193,475,576,1,2,0.15685275197029114,0.1561996042728424,0.0797269269824028,0.05160750076174736,0.04078475385904312
159,194,455,746,1,4,0.424564927816391,0.42443904280662537,0.014089086093008518,0.005296004004776478,0.004906123504042625
160,195,442,698,1,2,0.26634278893470764,0.26623281836509705,0.048343267291784286,0.03835142403841019,0.03687034919857979
161,196,734,751,1,3,0.34132152795791626,0.34110626578330994,0.06123378872871399,0.033819910138845444,0.022543780505657196
162,197,879,439,1,2,0.1990627944469452,0.1987866759300232,0.08746588975191116,0.032742343842983246,0.01709536463022232
163,199,701,557,1,1,0.11953958123922348,0.11918766796588898,0.07384751737117767,0.05837979540228844,0.01864154264330864
164,200,685,785,1,3,0.26463189721107483,0.2645447254180908,0.04928065836429596,0.03987109288573265,0.02995089441537857
165,202,768,522,1,2,0.1332167237997055,0.1329088658094406,0.05018514394760132,0.03990573436021805,0.028773603960871696
166,203,521,886,1,3,0.28809741139411926,0.2877415716648102,0.06422862410545349,0.06173102185130119,0.017326874658465385
167,204,640,835,1,2,0.3800489604473114,0.3795121908187866,0.021459203213453293,0.008064694702625275,0.005391204264014959
168,205,663,497,1,3,0.47845718264579773,0.4783627390861511,0.005607658065855503,0.003840496763586998,0.002805574331432581
169,206,720,631,1,3,0.261033833026886,0.2606293559074402,0.12483619898557663,0.06768719851970673,0.061931680887937546
170,207,759,761,1,3,0.2004355937242508,0.20023250579833984,0.046762630343437195,0.04050362482666969,0.03012375719845295
171,208,535,758,1,4,0.47427937388420105,0.47402432560920715,0.006003016140311956,0.004630731418728828,0.0023132413625717163
172,209,582,781,1,3,0.21944735944271088,0.2192704826593399,0.066644586622715,0.05157195031642914,0.0413709357380867
173,211,859,941,1,3,0.3166634142398834,0.3164041042327881,0.03610241413116455,0.018549950793385506,0.01663198508322239
174,212,532,526,1,3,0.298296183347702,0.29814642667770386,0.04731398820877075,0.020655179396271706,0.019652394577860832
175,213,113,988,1,4,0.4574712812900543,0.45718690752983093,0.0059976475313305855,0.0039419191889464855,0.0031645691487938166
176,216,554,718,1,2,0.4143557846546173,0.4139931797981262,0.08101215213537216,0.01711820252239704,0.007551864720880985
177,217,351,353,1,2,0.3543805181980133,0.3542250990867615,0.06932203471660614,0.03369861841201782,0.03208531439304352
178,218,311,66,1,3,0.10733475536108017,0.10723167657852173,0.0883888453245163,0.07786033302545547,0.05239101126790047
179,219,8,87,1,2,0.09317672252655029,0.09301349520683289,0.040166907012462616,0.037883296608924866,0.03379777446389198
180,220,385,386,1,3,0.4269919991493225,0.42669931054115295,0.0955231711268425,0.003675546031445265,0.00263008545152843
181,221,570,447,1,3,0.34791305661201477,0.34772664308547974,0.09058922529220581,0.05216493830084801,0.012819717638194561
182,222,480,548,1,6,0.32562312483787537,0.3255135118961334,0.10111798346042633,0.019239477813243866,0.01336172316223383
183,224,324,999,1,3,0.18382792174816132,0.1836564540863037,0.08419936150312424,0.023048853501677513,0.021627340465784073
184,225,897,632,1,4,0.3462640643119812,0.34602639079093933,0.015619799494743347,0.014930643141269684,0.013441642746329308
185,226,738,412,1,3,0.3926452398300171,0.39239516854286194,0.15280459821224213,0.01340127270668745,0.006073360797017813
186,228,814,435,1,4,0.31717637181282043,0.31705087423324585,0.07618039101362228,0.06304533779621124,0.04005025327205658
187,229,253,273,1,3,0.15105727314949036,0.15091463923454285,0.026187170296907425,0.02560497634112835,0.02492237091064453
188,230,751,817,1,4,0.4625489413738251,0.4624704122543335,0.007896683178842068,0.0038429112173616886,0.0023940957617014647
189,231,340,646,1,4,0.21044975519180298,0.2103751003742218,0.014740248210728168,0.012751254253089428,0.01024935394525528
190,233,982,578,1,3,0.319902241230011,0.3197360038757324,0.11467874050140381,0.10856425762176514,0.013409726321697235
191,235,280,277,1,3,0.40013420581817627,0.3997516632080078,0.09074760228395462,0.0342458114027977,0.010109029710292816
192,236,546,402,1,5,0.49580803513526917,0.49574515223503113,0.006757904775440693,0.0004953681491315365,0.00016711313219275326
193,238,323,313,1,1,0.08673684298992157,0.08663012087345123,0.0683373436331749,0.05876388028264046,0.05701511353254318
194,239,535,566,1,3,0.2588970959186554,0.2586606740951538,0.05955660715699196,0.05069130286574364,0.04582301527261734
195,240,665,870,1,2,0.1782761812210083,0.17823784053325653,0.11462865024805069,0.0814930722117424,0.06424567848443985
196,241,429,619,1,5,0.3108387887477875,0.3105078637599945,0.030593473464250565,0.019569117575883865,0.012385241687297821
197,242,893,608,1,2,0.16256004571914673,0.162384495139122,0.09715919196605682,0.037454333156347275,0.020510805770754814
198,244,511,717,1,3,0.34478187561035156,0.3445899188518524,0.08509556949138641,0.05283456668257713,0.01963018998503685
199,246,734,751,1,3,0.37725257873535156,0.3767661154270172,0.048487380146980286,0.03226650878787041,0.02593935653567314
200,247,513,875,1,2,0.43343037366867065,0.43327581882476807,0.010693088173866272,0.008246764540672302,0.0038054378237575293
201,248,663,483,1,2,0.3263363540172577,0.3256564140319824,0.12275854498147964,0.04154277592897415,0.037974096834659576
202,249,766,998,1,2,0.09877602010965347,0.09864432364702225,0.08888125419616699,0.042170003056526184,0.039924804121255875
203,250,540,517,1,3,0.3753165006637573,0.3751264810562134,0.06168961524963379,0.007316337898373604,0.006109080743044615
204,252,749,591,1,3,0.13500240445137024,0.13483545184135437,0.040014561265707016,0.03488847613334656,0.01993831805884838
205,253,718,449,1,3,0.34612900018692017,0.3454902172088623,0.0644778311252594,0.015451690182089806,0.008827795274555683
206,254,841,474,1,3,0.2711856961250305,0.27100512385368347,0.033969324082136154,0.02809763327240944,0.018647776916623116
207,255,858,807,1,5,0.4862012565135956,0.48593565821647644,0.005101734306663275,0.0035017437767237425,0.0015922460006549954
208,256,471,603,1,3,0.4199831783771515,0.4197457432746887,0.04741756245493889,0.017671963199973106,0.015377955511212349
209,257,1,731,1,2,0.07952608168125153,0.07939592748880386,0.047014135867357254,0.03253920003771782,0.03194274753332138
210,258,879,396,1,1,0.3927082121372223,0.3916113078594208,0.03902620077133179,0.010678046382963657,0.008679522201418877
211,259,301,670,1,3,0.24722129106521606,0.2470572590827942,0.07891786098480225,0.035520847886800766,0.02438892051577568
212,260,425,888,1,3,0.3102506399154663,0.3099047839641571,0.028053035959601402,0.02385844476521015,0.0204644575715065
213,261,787,640,1,2,0.29875248670578003,0.29830265045166016,0.09767945110797882,0.0717388242483139,0.03898701071739197
214,262,933,118,1,4,0.29081210494041443,0.2906670868396759,0.15370717644691467,0.023253165185451508,0.021710682660341263
215,263,912,863,1,2,0.1573677957057953,0.15684138238430023,0.051508598029613495,0.0370623916387558,0.035372957587242126
216,264,624,454,1,2,0.4864611327648163,0.48610174655914307,0.008380274288356304,0.006315186619758606,0.003240610007196665
217,265,311,57,1,1,0.19549916684627533,0.19512440264225006,0.07903683930635452,0.041183359920978546,0.02127894014120102
218,266,325,78,1,3,0.14021256566047668,0.14010322093963623,0.04971052333712578,0.032055191695690155,0.0295771062374115
219,267,989,948,1,3,0.2016262710094452,0.20136599242687225,0.08578036725521088,0.06749825924634933,0.05102786794304848
220,271,717,555,1,3,0.31328657269477844,0.3130422830581665,0.06598542630672455,0.038677480071783066,0.03322188928723335
221,273,847,586,1,3,0.42667555809020996,0.42650550603866577,0.03222748637199402,0.016196832060813904,0.006957134697586298
222,275,900,733,1,3,0.0958307534456253,0.09575776010751724,0.030382107943296432,0.027646107599139214,0.019164176657795906
223,276,322,326,1,2,0.24327486753463745,0.24317049980163574,0.1488046497106552,0.12382141500711441,0.03782038018107414
224,277,317,316,1,3,0.40614649653434753,0.40585339069366455,0.015627475455403328,0.014008679427206516,0.012233488261699677
225,278,546,767,1,3,0.13081805408000946,0.13073231279850006,0.058840032666921616,0.05422428250312805,0.032729316502809525
226,279,858,839,1,3,0.23986555635929108,0.23961657285690308,0.10957763344049454,0.07494037598371506,0.03558250516653061
227,280,853,958,1,3,0.43690988421440125,0.4366028904914856,0.03278801217675209,0.014698260463774204,0.006538836285471916
228,281,303,310,1,2,0.4007546603679657,0.4006812870502472,0.053845927119255066,0.046128470450639725,0.027090052142739296
229,282,433,693,1,4,0.40938663482666016,0.4090915620326996,0.11409833282232285,0.009107159450650215,0.0070937820710241795
230,284,763,764,1,3,0.388071209192276,0.3878277540206909,0.09598279744386673,0.006494168192148209,0.0063147153705358505
231,285,679,591,1,2,0.4295414686203003,0.427383154630661,0.03572803735733032,0.014278586022555828,0.011484332382678986
232,286,847,410,1,3,0.3143317401409149,0.31398913264274597,0.07449358701705933,0.02716033346951008,0.013286428526043892
233,287,57,26,1,2,0.32173168659210205,0.3155926465988159,0.027098234742879868,0.022645169869065285,0.021354777738451958
234,288,144,21,1,2,0.20841126143932343,0.20828230679035187,0.09439101070165634,0.0676422268152237,0.04421476274728775
235,289,590,810,1,3,0.32027554512023926,0.32010361552238464,0.11034457385540009,0.09709415584802628,0.0610855370759964
236,290,565,547,1,2,0.24860170483589172,0.2481418401002884,0.08921174705028534,0.055064667016267776,0.042388930916786194
237,291,963,964,1,3,0.2626432776451111,0.2625541090965271,0.07485953718423843,0.03927822411060333,0.03461335971951485
238,292,326,318,1,3,0.17575252056121826,0.17546053230762482,0.0450122095644474,0.032728973776102066,0.014917124062776566
239,293,830,864,1,3,0.13362710177898407,0.1334872543811798,0.04075580835342407,0.038994528353214264,0.03371020406484604
240,295,322,326,1,3,0.2620311379432678,0.2619186043739319,0.04739111289381981,0.04394270107150078,0.008484099060297012
241,296,320,319,1,3,0.49507585167884827,0.49487948417663574,0.0012541523901745677,0.0008582906448282301,0.0003868458734359592
242,297,629,52,1,3,0.24057072401046753,0.24002118408679962,0.044405870139598846,0.03748518228530884,0.027744580060243607
